title,type,premiere_date,tmdb_id,original_language,production_countries,runtime_min,genres_tmdb,cast_popularity_max,cast_popularity_mean,crew_popularity_max,is_ip_adaptation,episode_count_s1,episode_runtime_avg_s1,release_cadence,imdb_id,keywords,has_keywords,wiki_views_28d,wiki_has_views,wiki_views_28d_log,imdb_rating_used,imdb_rating_source,imdb_votes_used,tmdb_vote_average,tmdb_vote_count,tmdb_popularity,weeks_top10_global,ever_top10_global,best_rank_global,total_hours_top10_global,total_views_top10_global,first28d_weeks_global,first28d_hours_global,first28d_views_global
Kate,film,2021-09-10,597891,en,US,106,"Action,Thriller",4.0773,2.99,0.625,0,,,,tt7737528,"assassin, vengeance, murder, shootout, murderer",1,730677,1,13.50172815,6.3,film,74758,6.635,1622,12.1739,4,1,1,93140000,0,4,93140000,0
Kinda Pregnant,film,2025-02-05,1212142,en,US,98,"Comedy,Romance",4.6133,2.922,0.6236,0,,,,tt30253036,"physical comedy, farce comedy, cringe comedy, crude humor comedy, pregnancy",1,393227,1,12.88214488,4.9,film,16332,5.611,285,5.4655,3,1,1,71800000,43100000,3,71800000,43100000
The Woman in Cabin 10,film,2025-10-10,1290879,en,US,95,"Mystery,Thriller,Crime",4.9501,3.751,0.6179,0,,,,tt7130300,"journalist, gaslighting, female protagonist, cruise, yacht",1,1158320,1,13.9624821,5.8,,49104,6.201,624,19.9907,3,1,1,96800000,61200000,3,96800000,61200000
Technoboys,film,2024-09-11,1250786,es,MX,109,"Comedy,Music",1.0556,0.941,0.6178,0,,,,tt31487553,"pop, pop music, band, group, singer",1,,0,,5.3,film,849,6.207,41,1.8184,2,1,9,4400000,2400000,2,4400000,2400000
Eurovision Song Contest: The Story of Fire Saga,film,2020-06-26,531454,en,US,123,"Comedy,Music",3.8113,2.866,0.6173,0,,,,tt8580274,"musician, singer, contest, song contest, competition",1,2083000,1,14.5493202,6.5,film,107283,6.421,1501,4.0427,0,0,0,0,0,0,0,0
Juanita,film,2019-03-08,581475,en,US,90,Drama,1.6939,1.166,0.6163,0,,,,tt6155456,"character name as title, one word title, character name in title",1,97888,1,11.49158946,6.1,film,2661,5.4,90,2.5283,0,0,0,0,0,0,0,0
The Highwaymen,film,2019-03-29,500682,en,US,133,"Crime,Drama,Thriller",4.7108,3.083,0.6151,0,,,,tt1860242,"based on true story, 1930s, coffeyville kansas, texas ranger, 1934 ford deluxe sedan",1,896746,1,13.70652905,6.9,,111598,6.764,2148,5.765,0,0,0,0,0,0,0,0
Street Flow 2,film,2023-09-27,1034947,fr,FR,98,Drama,0.3145,0.196,0.6132,0,,,,tt27045321,"sequel, second part, number 2 in title, criminal, life",1,,0,,5.3,,566,6.2,86,2.5411,2,1,5,10000000,6100000,2,10000000,6100000
Rich in Love 2,film,2023-06-02,1126852,pt,"BA,BR",89,"Romance,Comedy",1.0651,0.62,0.6128,0,,,,tt23144234,"sequel, second part, love, life, couple",1,,0,,4.9,,571,6.7,80,1.61,2,1,6,7350000,0,2,7350000,0
Confessions of an Invisible Girl,film,2021-09-22,786705,pt,BR,91,"Comedy,Drama",0.5042,0.329,0.6128,0,,,,tt15204288,"love, friend, work, home, bullied",1,21153,1,9.959584292,5.3,film,1438,6.671,237,2.4417,5,1,3,19730000,0,4,18330000,0
Good on Paper,film,2021-06-23,823461,en,US,92,"Comedy,Romance",1.363,1.054,0.6115,0,,,,tt8231668,"deception, joke, smart, love, comedian",1,444637,1,13.00501575,5.6,film,14310,5.568,323,4.73,1,1,5,10580000,0,1,10580000,0
Come Sunday,film,2018-04-13,430446,en,US,106,Drama,2.3041,1.761,0.6106,0,,,,tt1690967,"preacher, heretic, gay, pastor, evangelist",1,138842,1,11.84109908,6,film,2611,5.8,77,2.1346,0,0,0,0,0,0,0,0
Chokehold,film,2023-04-21,944152,tr,TR,112,"Thriller,Drama",2.5864,1.095,0.6074,0,,,,tt18353064,"couple, village, love, secret, life",1,,0,,5.7,film,4949,5.605,62,3.3852,3,1,2,18250000,0,3,18250000,0
My Name Is Vendetta,film,2022-11-30,873126,it,IT,90,"Action,Crime,Adventure,Thriller",0.9054,0.623,0.6061,0,,,,tt15229674,"criminal, revenge, murder, survival, daughter",1,27119,1,10.20802674,5.6,film,6220,6.6,629,3.2962,11,1,2,83830000,4100000,4,67290000,0
Ehrengard: The Art of Seduction,film,2023-09-14,1113448,da,"DK,SE",95,"Romance,Comedy,Drama",1.243,0.831,0.6036,0,,,,tt27727074,"female nudity, female rear nudity, period piece, period drama, love",1,,0,,5.8,film,3285,6.105,114,1.8431,3,1,2,14900000,9400000,3,14900000,9400000
The Half of It,film,2020-05-01,597219,en,US,104,"Comedy,Romance,Drama",2.2643,1.507,0.6013,0,,,,tt9683478,"lesbian, lesbian teen, lesbian character, lesbian attracted to a straight woman, gay character",1,870640,1,13.676985,6.9,,46400,7.1,1552,3.2836,0,0,0,0,0,0,0,0
The Boys in the Band,film,2020-09-30,597156,en,US,121,Drama,2.5577,1.632,0.5986,0,,,,tt10199914,"homosexuality, male frontal nudity, friendship between men, gay kiss, gay couple",1,451711,1,13.02080009,6.8,film,18684,6.8,442,5.1261,0,0,0,0,0,0,0,0
Troll,film,2022-12-01,736526,no,NO,104,"Fantasy,Action,Adventure",1.3633,1.04,0.5966,0,,,,tt11116912,"mountain, oslo norway, folklore, mythological creature, paleontologist",1,627983,1,13.35026997,5.8,,53334,6.586,1830,7.4592,11,1,1,175120000,0,4,152350000,0
My Amanda,film,2021-07-15,843808,tl,PH,90,"Romance,Drama",0.5965,0.391,0.5965,0,,,,tt13136084,"friend, first person title, two word title, f rated, triple f rated",1,53890,1,10.89471877,5.8,film,389,5.7,6,0.5536,0,0,0,0,0,0,0,0
The Beautiful Game,film,2024-03-29,857655,en,"GB,US",125,Drama,3.8753,1.887,0.5893,0,,,,tt5113010,"football, football team, football player, team, world cup",1,155027,1,11.95136102,6.3,film,8205,6.344,170,3.6626,1,1,5,12400000,5900000,1,12400000,5900000
Seoul Vibe,film,2022-08-26,773867,ko,KR,140,"Action,Crime,Comedy",2.7101,2.494,0.5881,0,,,,tt13611770,"drive, city, friend, 1980s, year 1988",1,107170,1,11.58218097,5.5,film,2237,6.5,170,4.5534,3,1,4,19630000,0,3,19630000,0
Walk. Ride. Rodeo.,film,2019-03-08,581420,en,US,100,Drama,2.3468,1.871,0.5876,0,,,,tt5848416,"disability, horse movie, horseback riding, rodeo, believe in yourself",1,73337,1,11.20283417,6.4,,3057,7.049,233,3.4919,0,0,0,0,0,0,0,0
The Lovebirds,film,2020-05-22,576156,en,US,87,"Romance,Comedy",2.4205,1.584,0.582,0,,,,tt8851668,"bicycle, cyclist hit by car, breaking and entering, tied to a chair, kicked by a horse",1,288872,1,12.57374242,6.1,,28835,6.095,714,4.7986,0,0,0,0,0,0,0,0
13: The Musical,film,2022-08-12,673271,en,US,91,"Family,Drama,Comedy",2.0704,1.388,0.5778,0,,,,tt3975918,"based on broadway musical, high school, school, singing, dancing",1,,0,,5.2,film,1164,5.963,41,2.0182,0,0,0,0,0,0,0,0
The Union,film,2024-08-16,704239,en,US,109,"Action,Comedy",5.8727,3.87,0.5729,0,,,,tt12610390,"spy, espionage, secret agent, agent, secret",1,840688,1,13.64197707,5.5,,56383,6.112,1058,8.1008,6,1,1,191400000,105300000,4,179600000,98800000
Finding ʻOhana,film,2021-01-29,644092,en,US,123,"Adventure,Action,Comedy,Family",2.1595,1.872,0.5717,0,,,,tt10332588,"summer, young boy, young girl, bare chested boy, bare chested male",1,,0,,6.1,film,12230,6.248,432,16.2371,0,0,0,0,0,0,0,0
That's Amor,film,2022-08-25,1005835,en,US,96,"Romance,Comedy",1.6773,1.126,0.5695,0,,,,tt21388556,"female rear nudity, ingredient, job, romcom",1,,0,,5.3,film,4179,5.076,118,1.2861,2,1,4,27890000,0,2,27890000,0
Desperados,film,2020-07-03,706510,en,US,105,"Comedy,Romance",2.9713,2.366,0.5655,0,,,,tt1545304,"friend, dolphin, f word, mexico, multiple time frames",1,254147,1,12.44567205,5.2,film,11376,6,487,2.4778,0,0,0,0,0,0,0,0
Delicious,film,2025-03-07,1418522,de,DE,102,"Thriller,Drama",1.8919,1.094,0.5652,0,,,,tt32047217,"psychological horror, vacation, villa, female protagonist, sinister",1,336733,1,12.72704858,4.4,film,5177,4.849,152,3.9852,3,1,1,32600000,19200000,3,32600000,19200000
Awake,film,2021-06-09,615658,en,"CA,US",96,"Drama,Science Fiction,Thriller",3.1829,2.368,0.5642,0,,,,tt10418662,"soldier, electronics, solution, insomnia, t bone car crash",1,544674,1,13.20794457,4.9,film,28087,5.855,1117,4.5476,0,0,0,0,0,0,0,0
Senior Year,film,2022-05-13,800937,en,US,114,Comedy,2.1948,1.858,0.5607,0,,,,tt5315212,"high school, year 1997, high school comedy, adult attending high school, coma",1,835548,1,13.63584427,5.5,film,46660,5.922,890,5.8663,6,1,1,167600000,0,4,156180000,0
The After Party,film,2018-08-24,538604,en,US,89,"Comedy,Music",3.0384,2.104,0.5592,0,,,,tt3960240,"hip hop, dream, high school student, party, aspirational",1,124751,1,11.73408305,5.8,film,4920,6.12,212,2.1758,0,0,0,0,0,0,0,0
My Oxford Year,film,2025-08-01,1307078,en,US,113,"Romance,Comedy,Drama",3.5712,2.527,0.5576,0,,,,tt4978342,"university, teaching, coming of age drama, college student, city in title",1,1125989,1,13.93417321,5.9,film,23930,7.034,473,6.5546,4,1,1,129600000,68700000,4,129600000,68700000
The Guilty,film,2021-10-01,567748,en,US,91,"Drama,Thriller",5.55,3.536,0.553,1,,,,tt9421570,"remake, kidnapping, police officer, police, woman in jeopardy",1,1902561,1,14.45871196,6.3,,168837,6.426,2930,3.7438,4,1,1,106870000,0,4,106870000,0
A Christmas Prince,film,2017-11-17,483104,en,US,92,"Romance,TV Movie",2.4827,1.675,0.5505,0,,,,tt7608418,"christmas, toboggan, christmas movie, prince, reporter",1,210799,1,12.2586651,5.8,film,22767,6.61,1458,1.2537,0,0,0,0,0,0,0,0
Infiesto,film,2023-02-03,1072567,es,ES,96,Crime,1.479,1.048,0.5502,0,,,,tt15789492,"covid 19, coronavirus, pandemic, cop drama, detective",1,36428,1,10.50312044,5.6,film,5226,5.8,194,1.8204,3,1,2,27720000,0,3,27720000,0
Meet Me Next Christmas,film,2024-11-06,1104171,en,US,105,"Romance,Comedy",1.8407,1.393,0.5424,0,,,,tt20502488,"holiday, christmas, love, life, town",1,138930,1,11.84173269,5.5,film,8662,6.357,245,2.5415,3,1,1,63200000,35800000,3,63200000,35800000
The Monkey King,film,2023-08-18,832502,en,"CN,HK,US",92,"Animation,Fantasy,Adventure,Family,Comedy",2.4493,1.447,0.5402,0,,,,tt8637498,"monkey, demon, enemy, chinese, spirit",1,235137,1,12.36792785,5.8,,7629,6.53,318,3.8686,3,1,1,46900000,29100000,3,46900000,29100000
Sector 36,film,2024-09-13,1245700,hi,IN,124,"Crime,Thriller,Drama",1.9854,1.087,0.5347,0,,,,tt21626774,"kidnapping, cannibalism, murder, serial killer crime, true crime",1,,0,,7.1,film,26156,7.063,72,2.7075,3,1,2,25100000,12100000,3,25100000,12100000
1922,film,2017-10-20,452507,en,US,102,"Horror,Crime,Drama,Mystery,Thriller",4.0403,2.361,0.5299,0,,,,tt6214928,"1920s, rat, based on short story, farmer, farm",1,289642,1,12.57640441,6.2,film,76666,5.935,2835,3.0665,0,0,0,0,0,0,0,0
The Power of the Dog,film,2021-12-01,600583,en,"AU,CA,GB,NZ",127,"Drama,Western",5.7467,3.642,0.5278,0,,,,tt10293406,"repressed homosexuality, gay cowboy, homosexuality, homoeroticism, animal cruelty",1,1906306,1,14.46067842,6.8,,203037,6.753,2831,4.3836,3,1,1,45940000,0,2,40480000,0
The Wonder,film,2022-11-16,823766,en,"GB,IE",108,"Drama,Mystery",4.5078,2.982,0.5278,0,,,,tt9288822,"1860s, ireland, nurse, catholic faith, fasting girl",1,1050575,1,13.86484914,6.6,,48218,6.605,897,10.0955,2,1,3,43040000,0,2,43040000,0
Leyla Everlasting,film,2020-12-04,668156,tr,TR,112,Comedy,2.3255,1.369,0.5274,0,,,,tt11792734,"marital problem, marriage therapist, love triangle, surrealism, reference to a zodiac sign",1,2970,1,7.996653875,3.7,film,8086,3.8,47,0.8852,0,0,0,0,0,0,0,0
Locked In,film,2023-11-01,1064024,en,"FR,GB",96,Thriller,10.0001,3.203,0.5224,0,,,,tt24870072,"psychological thriller, psychological, murder, victim, secret",1,371134,1,12.82432116,5.1,film,11251,5.28,275,2.3645,3,1,1,58400000,36100000,3,58400000,36100000
Paddleton,film,2019-02-22,525183,en,US,89,"Comedy,Drama",2.1855,1.693,0.5191,0,,,,tt8041276,"friendship, friend, game playing, best friend, bromance",1,104126,1,11.55336659,7.2,film,16101,6.983,294,3.0977,0,0,0,0,0,0,0,0
Me Time,film,2022-08-26,862551,en,US,105,Comedy,5.8727,3.168,0.5173,0,,,,tt14309446,"male nudity, public nudity, male rear nudity, bare chested male, black male white male relationship",1,405550,1,12.91300192,5.1,film,43949,5.865,970,5.8448,5,1,1,150590000,0,4,144360000,0
Afterlife of the Party,film,2021-09-02,785457,en,US,109,"Fantasy,Comedy,Drama",1.9194,0.945,0.5173,0,,,,tt11742798,"reframe stamp, party, birthday, joke, friend",1,174257,1,12.06829224,5.8,film,11146,6.714,469,1.6665,3,1,2,58600000,0,3,58600000,0
His Three Daughters,film,2024-09-20,1154762,en,US,104,"Drama,Comedy",3.6907,2.582,0.5157,0,,,,tt28491891,"sister sister relationship, family relationships, father daughter relationship, dying father, broken relationships",1,232863,1,12.35820987,7.1,film,19862,6.953,244,2.9155,1,1,5,7200000,4100000,1,7200000,4100000
Fixed,film,2025-08-13,537921,en,US,87,"Animation,Comedy",4.8678,2.427,0.5147,0,,,,tt8785038,"dog, 2d animation, cartoon dog, animal, dark comedy",1,204272,1,12.22721261,5.4,film,578,6.332,116,4.2217,1,1,9,3900000,2700000,1,3900000,2700000
Interceptor,film,2022-06-03,831946,en,"AU,US",98,"Action,Thriller,Adventure",3.7074,2.11,0.5081,0,,,,tt14174940,"violence, gun, handgun, gun fight, action heroine",1,533386,1,13.18700252,4.7,film,28817,6.065,786,16.5894,3,1,1,89410000,0,3,89410000,0
Below Zero,film,2021-01-29,587996,es,ES,106,"Action,Crime,Thriller",1.5249,0.994,0.5067,0,,,,tt9845564,"cold, police, strip search, nudity, male nudity",1,200269,1,12.20742174,6.2,film,22471,6.361,937,3.388,0,0,0,0,0,0,0,0
A Perfect Fit,film,2021-07-15,800669,id,ID,112,"Romance,Comedy,Drama",1.6731,1.044,0.5045,0,,,,tt13606090,"love, fashion, parent, friendship",1,19345,1,9.870240959,5.4,film,740,7.3,71,1.5148,3,1,4,14300000,0,3,14300000,0
A Christmas Prince: The Royal Baby,film,2019-12-05,587693,en,US,84,"Romance,Family,TV Movie",2.4827,1.663,0.5021,0,,,,tt10006006,"christmas, christmas tree, prince, christmas in title, holiday in title",1,177210,1,12.08509639,5.4,film,8369,6.276,558,2.9391,0,0,0,0,0,0,0,0
A Christmas Prince: The Royal Wedding,film,2018-11-30,525041,en,US,92,"Romance,Comedy,TV Movie",2.4827,1.661,0.5021,0,,,,tt8709036,"christmas, prince, six word title, christmas in title, holiday in title",1,166813,1,12.0246347,5.3,film,12496,6.391,944,1.6641,0,0,0,0,0,0,0,0
Ferry 2,film,2024-12-20,1276945,nl,BE,94,"Action,Drama,Crime,Thriller",2.5708,1.377,0.5008,0,,,,tt30021427,"based on tv series, sequel, second part, criminal, investigation",1,,0,,5.6,film,4111,5.91,117,5.6108,3,1,1,21800000,13800000,3,21800000,13800000
Dead Kids,film,2019-12-01,625248,tl,PH,94,"Thriller,Crime,Drama",0.7812,0.417,0.4985,0,,,,tt11156614,"kidnapping, group, teenager, wealth, teen drama",1,82497,1,11.32052933,5.4,film,687,5.9,26,1.9394,0,0,0,0,0,0,0,0
I Am Not an Easy Man,film,2018-04-13,515841,fr,FR,98,"Comedy,Fantasy",0.8258,0.589,0.4951,0,,,,tt6857988,"female nudity, sexism, female topless nudity, discrimination, condescension",1,1068,1,6.974478911,6.3,film,15935,6.2,1011,1.9416,0,0,0,0,0,0,0,0
Nightbooks,film,2021-09-15,739990,en,"CA,US",101,"Fantasy,Family,Horror",5.0243,1.717,0.4949,0,,,,tt10521144,"boy, magic, witch, girl, friendship",1,211404,1,12.261531,5.8,film,11044,6.118,398,4.4664,2,1,5,19950000,0,2,19950000,0
Lionheart,film,2019-01-04,543774,en,NG,95,"Drama,Comedy",0.6596,0.401,0.4892,0,,,,tt7707314,"father, title directed by female",1,57221,1,10.95469372,5.7,film,1553,6.2,32,1.443,0,0,0,0,0,0,0,0
Lou,film,2022-09-23,429473,en,US,107,"Action,Thriller",2.14,1.816,0.4872,0,,,,tt5315210,"island, secret, kidnapping, character name as title, female protagonist",1,549710,1,13.21714796,6.1,film,36873,6.508,729,3.3489,3,1,1,99360000,0,3,99360000,0
A Copenhagen Love Story,film,2025-02-26,1426674,da,DK,105,"Romance,Drama",1.7972,1.121,0.4815,0,,,,tt33501878,"female full frontal nudity, female rear nudity, female topless nudity, title directed by female, female pubic hair",1,,0,,6.3,film,1129,6.583,66,1.94,3,1,4,20000000,11500000,3,20000000,11500000
The Land of Steady Habits,film,2018-09-14,452731,en,US,98,"Drama,Comedy",2.8863,2.436,0.4807,0,,,,tt6485928,"divorce, christmas, dysfunctional family, drug abuse, turtle",1,69781,1,11.15313138,6.2,,9423,5.575,180,1.6661,0,0,0,0,0,0,0,0
Offering to the Storm,film,2020-07-24,673174,es,"DE,ES",139,"Crime,Thriller,Mystery",1.2175,1.052,0.4779,0,,,,tt7304824,"trilogy, basque country, navarre, spain, baby murdered by father",1,73824,1,11.20945271,6.2,film,7891,6.5,326,1.7121,0,0,0,0,0,0,0,0
Coffee & Kareem,film,2020-04-03,615177,en,US,88,"Comedy,Action,Crime",2.6809,1.909,0.4756,0,,,,tt9898858,"aspiring rapper, singing in a car, 12 year old, child swearing, strip club",1,,0,,5.2,film,14780,5.5,428,11.1587,0,0,0,0,0,0,0,0
Athena,film,2022-09-23,852046,fr,FR,97,"Action,Adventure,Thriller,Drama",0.741,0.46,0.474,0,,,,tt15445056,"brother, fight, chaos, brother brother relationship, mother son relationship",1,196167,1,12.18672671,6.8,film,23597,6.6,774,2.2708,3,1,1,23350000,0,3,23350000,0
Little Big Mouth,film,2021-10-22,883648,en,"US,ZA",94,"Comedy,Romance",0.1884,0.107,0.4699,0,,,,tt14537540,band,1,5251,1,8.566364235,4.2,film,221,5.3,27,6.0189,0,0,0,0,0,0,0,0
My Father's Dragon,film,2022-11-11,560052,en,"IE,US",99,"Animation,Adventure,Family,Fantasy,Comedy",5.8682,3.76,0.4677,0,,,,tt9288748,"captive, baby dragon, dragon, baby, young boy",1,65333,1,11.08726785,6.5,film,3867,7.109,110,2.5043,0,0,0,0,0,0,0,0
Uncorked,film,2020-03-27,660609,en,US,104,"Drama,Comedy",2.6732,1.47,0.4659,0,,,,tt9261218,"dream, wine, ribs, african american, father son relationship",1,111723,1,11.62378682,6.4,,7351,6.118,233,5.2803,0,0,0,0,0,0,0,0
The Killer,film,2017-11-10,466190,pt,BR,99,"Action,Western",1.5459,1.179,0.4601,0,,,,tt5379294,"male nudity, written by director, 1940s, rear nudity, northeast brazil",1,18251,1,9.812029942,6,,3029,6.1,138,2.3751,4,1,1,124800000,62600000,0,0,0
To the Bone,film,2017-07-14,401104,en,US,107,Drama,7.6452,3.192,0.4591,0,,,,tt5541240,"anorexia, eating disorder, reference to tumblr, sketch artist, sister sister relationship",1,454218,1,13.02633474,6.7,,58099,7.206,3558,3.1935,0,0,0,0,0,0,0,0
The Noel Diary,film,2022-11-24,736918,en,"CA,US",99,"Romance,Comedy,Drama",3.7949,1.784,0.4586,0,,,,tt13007592,"christmas, holiday, australian shepherd, based on novel, love",1,257113,1,12.45727485,6.2,,21343,6.278,381,4.1715,4,1,1,81040000,0,4,81040000,0
Brick,film,2025-07-10,1425045,de,DE,99,"Thriller,Science Fiction",2.5623,1.545,0.4583,0,,,,tt31806049,"brick wall, hamburg germany, boyfriend girlfriend relationship, finding a dead body, apartment",1,,0,,5.5,film,20513,5.8,595,3.9849,9,1,1,98600000,58600000,4,85600000,50900000
Ludo,film,2020-11-12,658412,hi,IN,150,"Crime,Comedy",1.9528,1.725,0.4546,0,,,,tt7212754,"dark, criminal, police, male rear nudity, dark comedy",1,790722,1,13.580703,7.6,film,45011,7.185,116,2.3976,0,0,0,0,0,0,0,0
Atlas,film,2024-05-24,614933,en,US,120,"Science Fiction,Action",2.3318,2.112,0.4526,0,,,,tt14856980,"artificial intelligence, artificial intelligence sci fi, escape, soldier, military",1,991206,1,13.80667867,5.6,film,58016,6.7,1452,6.8474,4,1,1,145100000,72700000,4,145100000,72700000
Mantis,film,2025-09-26,1267319,ko,KR,113,"Action,Crime,Thriller",3.4334,2.607,0.4525,0,,,,tt33312131,"spin off, fight, killer, assassin, organization",1,163642,1,12.0054425,5.3,film,2786,6.195,100,33.5816,3,1,2,29600000,15700000,3,29600000,15700000
The Incredible Jessica James,film,2017-07-28,432789,en,US,83,"Romance,Comedy",1.9179,1.582,0.4524,0,,,,tt5990342,"female protagonist, divorce, african american protagonist, overalls, breakup",1,80144,1,11.29159277,6.5,,9086,6.168,214,1.2115,0,0,0,0,0,0,0,0
Sentinelle,film,2021-03-05,793723,fr,FR,80,"Thriller,Action,Drama",3.5744,1.626,0.4523,0,,,,tt11734264,"sister, rape, lesbian, female soldier, vengeance",1,164280,1,12.00933366,4.8,film,8999,5.826,610,5.146,0,0,0,0,0,0,0,0
The Wages of Fear,film,2024-03-29,984324,fr,"BE,FR",107,Action,1.2693,1.104,0.4523,1,,,,tt27487473,"village, nitroglycerin, oil, oil company, fight",1,,0,,4.6,,4364,6.197,473,4.0856,8,1,1,74800000,42300000,4,66600000,37700000
Earth and Blood,film,2020-04-17,659067,fr,"BE,FR",80,"Action,Thriller",0.7655,0.603,0.4523,0,,,,tt10092752,"sawmill, deaf mute girl, drug, quartered, arm cut",1,40678,1,10.61346727,5.2,film,3022,6.1,298,1.6355,0,0,0,0,0,0,0,0
The Wrong Missy,film,2020-05-13,582596,en,US,90,"Comedy,Romance",4.6133,2.554,0.4508,0,,,,tt9619798,"blind date, hawaii, texting wrong person, hypnotism, falling from height",1,712803,1,13.47696177,5.8,,49481,6.144,1229,3.7958,0,0,0,0,0,0,0,0
A Castle for Christmas,film,2021-11-26,758879,en,"GB,US",98,"Comedy,Adventure",2.9055,2.079,0.449,0,,,,tt13070602,"christmas, holiday, gift, travel, work",1,194056,1,12.17590721,5.6,film,16485,5.969,335,2.9605,3,1,2,56470000,0,3,56470000,0
Best. Christmas. Ever!,film,2023-11-16,987490,en,US,82,Comedy,2.6745,1.665,0.449,0,,,,tt7038762,"husband wife relationship, test, christmas, holiday, love",1,20355,1,9.921130988,4.4,film,11321,5.377,236,4.0785,3,1,2,50100000,36600000,3,50100000,36600000
Fair Play,film,2023-10-06,910571,en,US,113,"Drama,Thriller,Romance",1.8698,1.706,0.4456,0,,,,tt16304446,"psychological thriller, breasts, unravel, corporate world, domestic abuse",1,1010279,1,13.82573808,6.4,film,43157,6.321,570,3.6715,3,1,2,58400000,30400000,3,58400000,30400000
Same Day with Someone,film,2025-09-18,1429747,th,TH,119,"Romance,Comedy,Fantasy",2.3355,1.648,0.4433,0,,,,tt35669032,"time travel sci fi, timeloop, romcom",1,,0,,5.4,,199,8,6,4.3514,0,0,0,0,0,0,0,0
Beauty,film,2022-06-29,667642,en,US,95,"Romance,Drama,Music",3.4842,2.051,0.442,0,,,,tt11364112,"singer, character name as title, one word title, queer, recording",1,17109,1,9.747418367,4.1,film,867,4.8,33,2.4078,0,0,0,0,0,0,0,0
War Machine,film,2017-05-26,354287,en,US,122,"Comedy,Drama,War",7.1896,3.966,0.4419,1,,,,tt4758646,"afghanistan, satire, counter insurgency, foreign affairs, soldier",1,,0,,6,,52089,5.6,1186,5.8185,0,0,0,0,0,0,0,0
